"USER_ID"	"Party"	"Age_group"	"NumSurveyAnsInterest"	"IsLiberal"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"	"Q115195"	"Q100680"	"Q101596"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q107869"	"Q122771"	"Q118232"	"Q112478"	"Q120012"	"Q113583"	"Q120014"	"Q100689"	"Q124122"	"Q98078"	"Q96024"	"Q108855"	"Q121700"	"Q106388"	"Q116953"	"Q111848"	"Q116448"	"Q120194"	"Q121011"	"Q106389"
1296	"Republican"	"(18,44]"	45	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
1297	"Republican"	"(44,64]"	41	"No"	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"dnr"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"dnr"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Talk"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Umm..."	"No"	"dnr"	"No"	"Yes"	"No"	"Try first"	"Yes"	"dnr"
1299	"Democrat"	"(18,44]"	43	"Yes"	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"dnr"	"Mac"	"Rent"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
1300	"Republican"	"(18,44]"	23	"unknown"	"Male"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Science"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Own"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Talk"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes!"	"No"	"No"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"dnr"
1302	"Republican"	"(44,64]"	44	"Yes"	"Female"	"$25,001 - $50,000"	"Single (w/kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Tunes"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Umm..."	"No"	"No"	"No"	"No"	"No"	"Try first"	"No"	"Yes"
1303	"Democrat"	"(18,44]"	43	"Yes"	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"Yes"	"Yes"
1304	"Republican"	"(44,64]"	45	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Private"	"Pragmatist"	"No"	"No"	"Talk"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"No"	"Try first"	"No"	"Yes"
1305	"Democrat"	"(18,44]"	13	"Yes"	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"
1306	"Republican"	"(44,64]"	45	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Talk"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Umm..."	"No"	"No"	"No"	"No"	"Yes"	"Study first"	"Yes"	"No"
1307	"Republican"	"(18,44]"	40	"Yes"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"dnr"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Private"	"Pragmatist"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Umm..."	"No"	"dnr"	"Yes"	"No"	"No"	"Study first"	"Yes"	"dnr"
1308	"Democrat"	"(44,64]"	5	"unknown"	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"dnr"	"dnr"
1309	"Democrat"	"(18,44]"	44	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"No"	"No"	"No"	"Yes"	"No"	"No"	"Online"	"No"	"No"	"Public"	"Pragmatist"	"No"	"Yes"	"Talk"	"No"	"No"	"No"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Study first"	"No"	"Yes"
1310	"Republican"	"(18,44]"	45	"No"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Associate's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"No"	"Umm..."	"Yes"	"No"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
1311	"Democrat"	"(18,44]"	32	"No"	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"dnr"	"Mac"	"Rent"	"No"	"No"	"No"	"No"	"No"	"dnr"	"In-person"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"No"	"No"	"Yes!"	"dnr"	"No"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"
1313	"Republican"	"(64,90]"	37	"unknown"	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"dnr"	"No"	"No"	"dnr"	"Own"	"Yes"	"dnr"	"Yes"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Study first"	"No"	"No"
1314	"Democrat"	"(44,64]"	45	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Online"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"No"	"No"	"No"	"Yes"	"Umm..."	"No"	"No"	"No"	"Yes"	"No"	"Study first"	"No"	"Yes"
1317	"Democrat"	"(18,44]"	45	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes!"	"Yes"	"No"	"No"	"No"	"Yes"	"Try first"	"Yes"	"Yes"
1318	"Republican"	"(18,44]"	44	"No"	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Own"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Talk"	"Yes"	"No"	"No"	"No"	"Yes"	"dnr"	"No"	"No"	"No"	"Yes"	"No"	"Try first"	"No"	"No"
1319	"Democrat"	"(18,44]"	17	"unknown"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Happy"	"dnr"	"Art"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Private"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"dnr"
1320	"Democrat"	"(18,44]"	45	"No"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Yes!"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Study first"	"Yes"	"No"
1321	"Democrat"	"(44,64]"	44	"Yes"	"Male"	"$50,000 - $74,999"	"Single (w/kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Try first"	"Yes"	"Yes"
1323	"Democrat"	"(18,44]"	20	"Yes"	"Female"	"under $25,000"	"Married (w/kids)"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"dnr"	"PC"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"No"	"Yes"	"dnr"	"dnr"	"No"
1324	"Democrat"	"(18,44]"	25	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Mom"	"No"	"Yes"	"dnr"	"Yes"	"Science"	"No"	"Me"	"dnr"	"dnr"	"Mac"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Private"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Yes!"	"dnr"	"No"	"Yes"	"No"	"dnr"	"Study first"	"dnr"	"No"
1325	"Democrat"	"(18,44]"	45	"Yes"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"Yes"	"No"	"No"	"No"	"No"	"No"	"Online"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"Yes"	"Yes"
1326	"Democrat"	"(18,44]"	44	"Yes"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"No"	"PC"	"dnr"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"No"	"Yes"
1327	"Democrat"	"(18,44]"	42	"Yes"	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Art"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Rent"	"No"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"In-person"	"No"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"Umm..."	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"Yes"	"No"
1329	"Democrat"	"(18,44]"	19	"unknown"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Dad"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"Mac"	"Own"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Try first"	"Yes"	"dnr"
1330	"Democrat"	"(0,18]"	5	"unknown"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
1331	"Republican"	"(64,90]"	44	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"dnr"	"No"	"No"	"Yes"	"No"	"Yes"	"Try first"	"No"	"No"
1332	"Democrat"	"(64,90]"	43	"Yes"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Doctoral Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"dnr"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Online"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"Yes"	"Talk"	"Yes"	"No"	"No"	"dnr"	"Yes"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
1333	"Democrat"	"(44,64]"	45	"Yes"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Rent"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"Yes"	"No"
1335	"Republican"	"(18,44]"	45	"Yes"	"Male"	"under $25,000"	"dnr"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Umm..."	"No"	"No"	"No"	"Yes"	"No"	"Study first"	"Yes"	"Yes"
1336	"Democrat"	"(64,90]"	45	"Yes"	"Female"	"dnr"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Talk"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
1337	"Democrat"	"(18,44]"	28	"unknown"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"dnr"	"Mac"	"dnr"	"No"	"Yes"	"No"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Public"	"Pragmatist"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"
1338	"Republican"	"(44,64]"	39	"Yes"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Doctoral Degree"	"Yes"	"No"	"No"	"No"	"dnr"	"Dad"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"Online"	"No"	"dnr"	"Public"	"Idealist"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"Yes!"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Try first"	"Yes"	"No"
1339	"Democrat"	"(18,44]"	42	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Own"	"No"	"No"	"dnr"	"Yes"	"No"	"No"	"Online"	"No"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Talk"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes!"	"No"	"dnr"	"No"	"No"	"No"	"Try first"	"No"	"dnr"
1340	"Democrat"	"(18,44]"	2	"unknown"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
1341	"Democrat"	"(18,44]"	45	"No"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"No"	"Yes"	"No"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"Private"	"Pragmatist"	"No"	"No"	"Talk"	"No"	"Yes"	"No"	"Yes"	"No"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"No"	"Study first"	"Yes"	"Yes"
1343	"Republican"	"(18,44]"	45	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"No"	"Yes"	"Study first"	"Yes"	"No"
1345	"Democrat"	"(44,64]"	31	"Yes"	"Female"	"dnr"	"Married (no kids)"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"Mom"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"Yes"	"dnr"	"Own"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"In-person"	"dnr"	"dnr"	"Public"	"Idealist"	"No"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"No"	"Yes"
1346	"Republican"	"(18,44]"	45	"No"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"No"	"Right"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Online"	"Yes"	"No"	"Private"	"Pragmatist"	"Yes"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Umm..."	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Try first"	"Yes"	"Yes"
1347	"Democrat"	"(18,44]"	45	"Yes"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"No"	"No"	"Umm..."	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
1348	"Democrat"	"(18,44]"	45	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"No"	"No"	"Umm..."	"No"	"Yes"	"No"	"Yes"	"Yes"	"Study first"	"Yes"	"No"
1349	"Republican"	"(18,44]"	42	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"No"	"dnr"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"dnr"	"Yes"	"Private"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes!"	"No"	"No"	"No"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
