"USER_ID"	"Party"	"Age_group"	"NumSurveyAns"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
288	"Republican"	"(44,64]"	101	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"Yes"	"No"	"Yes"
289	"Republican"	"(18,44]"	101	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"Yes"	"Rent"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"No"	"No"
290	"Republican"	"(64,90]"	32	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Own"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Talk"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
291	"Democrat"	"(64,90]"	92	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"dnr"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"No"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"dnr"	"No"	"Pragmatist"	"Yes"	"Tunes"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Yes"
292	"Democrat"	"(44,64]"	97	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"dnr"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"dnr"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
293	"Democrat"	"(18,44]"	88	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"dnr"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"dnr"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"dnr"	"No"	"No"	"dnr"
294	"Democrat"	"(18,44]"	101	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
295	"Republican"	"(44,64]"	90	"Female"	"dnr"	"Single (no kids)"	"Master's Degree"	"No"	"No"	"dnr"	"Yes"	"Yes"	"Dad"	"dnr"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"No"	"No"	"Own"	"dnr"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"In-person"	"No"	"Yes"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"dnr"	"No"	"Yes"	"Yes"	"Yes"
297	"Republican"	"(18,44]"	101	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"
298	"Republican"	"(44,64]"	101	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"	"Yes"	"Yes"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"No"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"
299	"Republican"	"(44,64]"	101	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"No"	"PC"	"No"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"
300	"Democrat"	"(44,64]"	101	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Private"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"
301	"Democrat"	"(18,44]"	101	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"Mac"	"No"	"No"	"Rent"	"No"	"Yes"	"Private"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"
302	"Democrat"	"(44,64]"	98	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"No"	"No"	"Own"	"dnr"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"No"	"dnr"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Idealist"	"No"	"Talk"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"
303	"Democrat"	"(18,44]"	100	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Doctoral Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"Private"	"Umm..."	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
304	"Democrat"	"(18,44]"	101	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"No"	"No"	"No"	"Yes"
305	"Democrat"	"(44,64]"	29	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
306	"Democrat"	"(44,64]"	82	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"dnr"	"Yes"	"No"	"Yes"	"dnr"
307	"Democrat"	"(44,64]"	101	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"
309	"Republican"	"(18,44]"	11	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
311	"Democrat"	"(18,44]"	82	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"No"	"dnr"	"PC"	"No"	"Yes"	"Own"	"No"	"Yes"	"Private"	"Yes!"	"No"	"dnr"	"No"	"No"	"No"	"In-person"	"No"	"No"	"No"	"dnr"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
312	"Democrat"	"(18,44]"	101	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"No"
313	"Republican"	"(18,44]"	68	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"Right"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"dnr"	"Mac"	"Yes"	"dnr"	"Rent"	"dnr"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"In-person"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Tunes"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Yes"
314	"Republican"	"(18,44]"	97	"Male"	"under $25,000"	"Single (no kids)"	"Doctoral Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Rent"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"No"	"In-person"	"No"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"
315	"Republican"	"(18,44]"	73	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"dnr"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"dnr"	"Umm..."	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"dnr"
316	"Democrat"	"(44,64]"	96	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"dnr"	"Yes"	"Yes"	"Yes"
317	"Democrat"	"(44,64]"	68	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Doctoral Degree"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"dnr"	"Me"	"dnr"	"No"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"No"	"Private"	"Yes!"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Pragmatist"	"Yes"	"Talk"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"
319	"Republican"	"(44,64]"	98	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"dnr"	"No"	"No"	"No"	"No"	"No"	"Online"	"No"	"No"	"No"	"Pragmatist"	"No"	"Talk"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
320	"Republican"	"(18,44]"	101	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Rent"	"No"	"No"	"Public"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
321	"Democrat"	"(18,44]"	14	"Female"	"$25,001 - $50,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
322	"Republican"	"(18,44]"	50	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Own"	"Yes"	"dnr"	"dnr"	"Umm..."	"Yes"	"No"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Tunes"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"dnr"
323	"Democrat"	"(44,64]"	95	"Male"	"over $150,000"	"Married (no kids)"	"Master's Degree"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"dnr"	"Yes"	"Own"	"No"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"No"	"Online"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Talk"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Yes"
324	"Democrat"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"PC"	"No"	"No"	"Rent"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"
325	"Democrat"	"(18,44]"	95	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"dnr"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"PC"	"dnr"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"dnr"	"Yes"	"No"	"Yes"	"Online"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"No"
326	"Democrat"	"(18,44]"	98	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
327	"Democrat"	"(44,64]"	25	"Male"	"over $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Umm..."	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Talk"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
328	"Democrat"	"(44,64]"	89	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"Yes"	"No"	"No"	"No"	"dnr"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"No"	"No"	"Own"	"No"	"No"	"Public"	"dnr"	"No"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"dnr"	"No"	"No"	"No"	"Yes"	"Yes"
329	"Democrat"	"(18,44]"	17	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"
330	"Republican"	"(18,44]"	76	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"Yes"	"Art"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"Rent"	"Yes"	"No"	"dnr"	"Yes!"	"Yes"	"dnr"	"No"	"No"	"Yes"	"In-person"	"dnr"	"Yes"	"No"	"Pragmatist"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"No"
331	"Republican"	"(18,44]"	101	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Master's Degree"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
332	"Republican"	"(18,44]"	71	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"dnr"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"dnr"	"Private"	"Yes!"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"Online"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Talk"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"
334	"Republican"	"(18,44]"	96	"Male"	"over $150,000"	"Domestic Partners (no kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"Yes"	"Own"	"No"	"Yes"	"Public"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"No"	"Tunes"	"No"	"Yes"	"No"	"No"	"No"	"No"
335	"Republican"	"(0,18]"	101	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"	"No"	"No"	"Own"	"Yes"	"Yes"	"Private"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Online"	"No"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
336	"Democrat"	"(18,44]"	42	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes!"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Tunes"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"dnr"
337	"Republican"	"(64,90]"	97	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"No"	"Yes"	"Own"	"No"	"Yes"	"Public"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Talk"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"
338	"Republican"	"(18,44]"	26	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Private"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"
339	"Democrat"	"(18,44]"	38	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"Rent"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Idealist"	"No"	"Tunes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
341	"Republican"	"(44,64]"	100	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"No"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"
